strain1,strain2,chr_num,start,end
JU394,PX179,1,12759544,13845604
JU394,PS2025,1,13353420,13845604
JU397,PX179,1,12759544,13845604
JU397,PS2025,1,13353420,13845604
PX179,JU406,1,12759544,13845604
JU406,PS2025,1,13353420,13845604
PX179,JU440,1,12759544,13845604
JU440,PS2025,1,13353420,13845604
JU561,PX179,1,13216999,13845604
JU561,PS2025,1,13353420,13845604
PX179,JU642,1,13022689,13845604
PX179,JU751,1,13022689,13845604
JU751,PS2025,1,13353420,13845604
PX179,JU774,1,12759544,13845604
JU774,PS2025,1,13353420,13845604
PX179,JU778,1,12759544,13845604
JU778,PS2025,1,13353420,13845604
JU792,PX179,1,12759544,13845604
JU792,PS2025,1,13353420,13845604
JU830,MY10,1,13022689,13845604
JU830,PX174,1,13022689,13845604
JU830,PX179,1,13022689,13845604
JU830,PB306,1,13022689,13845604
JU830,PS2025,1,13353420,13845604
JU847,PX179,1,12759544,13845604
JU847,PS2025,1,13353420,13845604
PX179,LKC34,1,12759544,13845604
LKC34,PS2025,1,13353420,13845604
LSJ1,PX179,1,12759544,13845604
PX179,MY1,1,13022689,13845604
MY1,PS2025,1,13353420,13845604
MY10,PX179,1,13022689,13845604
MY10,PS2025,1,13353420,13845604
PX179,MY16,1,4683401,13845604
MY16,PS2025,1,13353420,13845604
MY18,PX179,1,13022689,13845604
MY18,PS2025,1,13353420,13845604
PX179,PB303,1,12759544,13845604
PX179,PB306,1,10768416,13845604
PB306,PS2025,1,13353420,13845604
PX174,PS2025,1,13353420,13845604
PX179,PS2025,1,13353420,13845604
PX174,PX179,1,12759544,13845604
ED3073,AB4,1,13022689,14109467
JU792,AB4,1,13022689,14109467
JU397,AB4,1,12759544,14109467
JU561,AB4,1,13216999,14109467
JU775,AB4,1,13585470,14109467
JU830,AB4,1,13022689,14109467
MY18,AB4,1,13022689,14109467
JU258,AB4,1,13022689,14109467
AB4,ED3040,1,13022689,14109467
AB4,JU1246,1,13022689,14109467
AB4,JU1400,1,13353420,14109467
AB4,JU1530,1,13022689,14109467
AB4,JU642,1,13022689,14109467
AB4,JU778,1,12759544,14109467
AB4,JU782,1,13585470,14109467
CB4851,ED3073,1,13022689,14109467
CB4851,JU792,1,12249177,14109467
CB4851,JU397,1,12249177,14109467
CB4851,JU561,1,13216999,14109467
CB4851,JU775,1,13585470,14109467
CB4851,JU830,1,13022689,14109467
CB4851,MY18,1,13022689,14109467
CB4851,JU258,1,13022689,14109467
CB4851,ED3040,1,13022689,14109467
CB4851,JU1246,1,13022689,14109467
CB4851,JU1400,1,13353420,14109467
CB4851,JU1530,1,13022689,14109467
CB4851,JU642,1,13022689,14109467
CB4851,JU778,1,12249177,14109467
CB4851,JU782,1,13585470,14109467
CB4852,ED3073,1,13022689,14109467
CB4852,JU792,1,5257293,14109467
CB4852,JU397,1,3130166,14109467
CB4852,JU561,1,13216999,14109467
CB4852,JU775,1,13585470,14109467
CB4852,JU830,1,13022689,14109467
CB4852,MY18,1,13022689,14109467
CB4852,JU258,1,13022689,14109467
CB4852,ED3040,1,13022689,14109467
CB4852,JU1246,1,13022689,14109467
CB4852,JU1400,1,13353420,14109467
CB4852,JU1530,1,13022689,14109467
CB4852,JU642,1,13022689,14109467
CB4852,JU778,1,3130166,14109467
CB4852,JU782,1,13585470,14109467
CB4853,ED3073,1,13022689,14109467
CB4853,JU792,1,4683401,14109467
CB4853,JU397,1,10768416,14109467
CB4853,JU561,1,13216999,14109467
CB4853,JU775,1,13585470,14109467
CB4853,JU830,1,13022689,14109467
CB4853,MY18,1,13022689,14109467
CB4853,JU258,1,13022689,14109467
CB4853,ED3040,1,13022689,14109467
CB4853,JU1246,1,13022689,14109467
CB4853,JU1400,1,13353420,14109467
CB4853,JU1530,1,13022689,14109467
CB4853,JU642,1,13022689,14109467
CB4853,JU778,1,4683401,14109467
CB4853,JU782,1,13585470,14109467
ED3073,CB4857,1,13022689,14109467
JU792,CB4857,1,13022689,14109467
JU397,CB4857,1,12759544,14109467
JU561,CB4857,1,13216999,14109467
JU775,CB4857,1,13585470,14109467
JU830,CB4857,1,13022689,14109467
MY18,CB4857,1,13022689,14109467
JU258,CB4857,1,13022689,14109467
CB4857,ED3040,1,13022689,14109467
CB4857,JU1246,1,13022689,14109467
CB4857,JU1400,1,13353420,14109467
CB4857,JU1530,1,13022689,14109467
CB4857,JU642,1,13022689,14109467
CB4857,JU778,1,12759544,14109467
CB4857,JU782,1,13585470,14109467
CB4858,ED3073,1,13022689,14109467
CB4858,JU792,1,13022689,14109467
CB4858,JU397,1,12759544,14109467
CB4858,JU561,1,13216999,14109467
CB4858,JU775,1,13585470,14109467
CB4858,JU830,1,13022689,14109467
CB4858,MY18,1,13022689,14109467
CB4858,JU258,1,13022689,14109467
CB4858,ED3040,1,13022689,14109467
CB4858,JU1246,1,13022689,14109467
CB4858,JU1400,1,13353420,14109467
CB4858,JU1530,1,13022689,14109467
CB4858,JU642,1,13022689,14109467
CB4858,JU778,1,12759544,14109467
CB4858,JU782,1,13585470,14109467
ED3073,CX11264,1,13022689,14109467
JU792,CX11264,1,13022689,14109467
JU397,CX11264,1,12759544,14109467
JU561,CX11264,1,13216999,14109467
JU775,CX11264,1,13585470,14109467
JU830,CX11264,1,13022689,14109467
MY18,CX11264,1,13022689,14109467
JU258,CX11264,1,13022689,14109467
CX11264,ED3040,1,13022689,14109467
CX11264,JU1246,1,13022689,14109467
CX11264,JU1400,1,13353420,14109467
CX11264,JU1530,1,13022689,14109467
CX11264,JU642,1,13022689,14109467
CX11264,JU778,1,12759544,14109467
CX11264,JU782,1,13585470,14109467
CX11271,ED3073,1,13022689,14109467
CX11271,JU792,1,13022689,14109467
CX11271,JU397,1,12759544,14109467
CX11271,JU561,1,13216999,14109467
CX11271,JU775,1,13585470,14109467
CX11271,MY18,1,13022689,14109467
CX11271,JU258,1,13022689,14109467
CX11271,DL200,1,13022689,14109467
CX11271,ED3040,1,13022689,14109467
CX11271,JU1246,1,13022689,14109467
CX11271,JU1400,1,13353420,14109467
CX11271,JU642,1,13022689,14109467
CX11271,JU778,1,12759544,14109467
CX11271,JU782,1,13585470,14109467
CX11276,ED3073,1,13022689,14109467
CX11276,JU792,1,12543743,14109467
CX11276,JU397,1,12543743,14109467
CX11276,JU561,1,13216999,14109467
CX11276,JU775,1,13585470,14109467
CX11276,JU830,1,13022689,14109467
CX11276,MY18,1,13022689,14109467
CX11276,JU258,1,13022689,14109467
CX11276,ED3040,1,13022689,14109467
CX11276,JU1246,1,13022689,14109467
CX11276,JU1400,1,13353420,14109467
CX11276,JU1530,1,13022689,14109467
CX11276,JU642,1,13022689,14109467
CX11276,JU778,1,12543743,14109467
CX11276,JU782,1,13585470,14109467
CX11285,ED3073,1,13022689,14109467
CX11285,JU792,1,13022689,14109467
CX11285,JU397,1,12759544,14109467
CX11285,JU561,1,13216999,14109467
CX11285,JU775,1,13585470,14109467
CX11285,JU830,1,13022689,14109467
CX11285,MY18,1,13022689,14109467
CX11285,JU258,1,13022689,14109467
CX11285,ED3040,1,13022689,14109467
CX11285,JU1246,1,13022689,14109467
CX11285,JU1400,1,13353420,14109467
CX11285,JU1530,1,13022689,14109467
CX11285,JU642,1,13022689,14109467
CX11285,JU778,1,12759544,14109467
CX11285,JU782,1,13585470,14109467
CX11292,ED3073,1,13022689,14109467
CX11292,JU792,1,13022689,14109467
CX11292,JU397,1,12759544,14109467
CX11292,JU561,1,13216999,14109467
CX11292,JU775,1,13585470,14109467
CX11292,JU830,1,13022689,14109467
CX11292,MY18,1,13022689,14109467
CX11292,JU258,1,13022689,14109467
CX11292,ED3040,1,13022689,14109467
CX11292,JU1246,1,13022689,14109467
CX11292,JU1400,1,13353420,14109467
CX11292,JU1530,1,13022689,14109467
CX11292,JU642,1,13022689,14109467
CX11292,JU778,1,12759544,14109467
CX11292,JU782,1,13585470,14109467
ED3073,CX11314,1,13022689,14109467
JU792,CX11314,1,13022689,14109467
JU397,CX11314,1,12759544,14109467
JU561,CX11314,1,13216999,14109467
JU775,CX11314,1,13585470,14109467
JU830,CX11314,1,13022689,14109467
MY18,CX11314,1,13022689,14109467
JU258,CX11314,1,13022689,14109467
CX11314,ED3040,1,13022689,14109467
CX11314,JU1246,1,13022689,14109467
CX11314,JU1400,1,13353420,14109467
CX11314,JU1530,1,13022689,14109467
CX11314,JU642,1,13022689,14109467
CX11314,JU778,1,12759544,14109467
CX11314,JU782,1,13585470,14109467
CX11315,ED3073,1,13022689,14109467
CX11315,JU792,1,13022689,14109467
CX11315,JU397,1,12759544,14109467
CX11315,JU561,1,13216999,14109467
CX11315,JU775,1,13585470,14109467
CX11315,JU830,1,13022689,14109467
CX11315,MY18,1,13022689,14109467
CX11315,JU258,1,13022689,14109467
CX11315,ED3040,1,13022689,14109467
CX11315,JU1246,1,13022689,14109467
CX11315,JU1400,1,13353420,14109467
CX11315,JU1530,1,13022689,14109467
CX11315,JU642,1,13022689,14109467
CX11315,JU778,1,12759544,14109467
CX11315,JU782,1,13585470,14109467
ED3073,DL200,1,12543743,14109467
JU1409,DL200,1,13585470,14109467
JU1568,DL200,1,13022689,14109467
JU360,DL200,1,12543743,14109467
JU367,DL200,1,13585470,14109467
JU363,DL200,1,12543743,14109467
JU792,DL200,1,13022689,14109467
JU397,DL200,1,13022689,14109467
JU775,DL200,1,13585470,14109467
JU830,DL200,1,12543743,14109467
MY18,DL200,1,12543743,14109467
JU258,DL200,1,12543743,14109467
DL200,ED3040,1,12543743,14109467
DL200,JU1246,1,12543743,14109467
DL200,JU1395,1,13022689,14109467
DL200,JU1400,1,13353420,14109467
DL200,JU1530,1,12543743,14109467
DL200,JU642,1,12543743,14109467
DL200,JU751,1,12543743,14109467
DL200,JU778,1,13022689,14109467
DL200,JU782,1,13585470,14109467
DL200,LKC34,1,13022689,14109467
ED3005,ED3073,1,13022689,14109467
ED3005,JU792,1,13022689,14109467
ED3005,JU397,1,12759544,14109467
ED3005,JU561,1,13216999,14109467
ED3005,JU775,1,13585470,14109467
ED3005,JU830,1,13022689,14109467
ED3005,MY18,1,13022689,14109467
ED3005,JU258,1,13022689,14109467
ED3005,ED3040,1,13022689,14109467
ED3005,JU1246,1,13022689,14109467
ED3005,JU1400,1,13353420,14109467
ED3005,JU1530,1,13022689,14109467
ED3005,JU642,1,13022689,14109467
ED3005,JU778,1,12759544,14109467
ED3005,JU782,1,13585470,14109467
ED3073,ED3011,1,13022689,14109467
JU792,ED3011,1,13022689,14109467
JU397,ED3011,1,12759544,14109467
JU561,ED3011,1,13216999,14109467
JU775,ED3011,1,13585470,14109467
JU830,ED3011,1,13022689,14109467
MY18,ED3011,1,13022689,14109467
JU258,ED3011,1,13022689,14109467
ED3011,ED3040,1,13022689,14109467
ED3011,JU1246,1,13022689,14109467
ED3011,JU1400,1,13353420,14109467
ED3011,JU1530,1,13022689,14109467
ED3011,JU642,1,13022689,14109467
ED3011,JU778,1,12759544,14109467
ED3011,JU782,1,13585470,14109467
ED3012,ED3073,1,13022689,14109467
ED3012,JU792,1,3130166,14109467
ED3012,JU397,1,3130166,14109467
ED3012,JU561,1,13216999,14109467
ED3012,JU775,1,13585470,14109467
ED3012,JU830,1,13022689,14109467
ED3012,MY18,1,13022689,14109467
ED3012,JU258,1,13022689,14109467
ED3012,ED3040,1,13022689,14109467
ED3012,JU1246,1,13022689,14109467
ED3012,JU1400,1,13353420,14109467
ED3012,JU1530,1,13022689,14109467
ED3012,JU642,1,13022689,14109467
ED3012,JU778,1,3130166,14109467
ED3012,JU782,1,13585470,14109467
ED3017,ED3073,1,13022689,14109467
ED3017,JU792,1,3414274,14109467
ED3017,JU397,1,3414274,14109467
ED3017,JU561,1,13216999,14109467
ED3017,JU775,1,13585470,14109467
ED3017,JU830,1,13022689,14109467
ED3017,MY18,1,13022689,14109467
ED3017,JU258,1,13022689,14109467
ED3017,ED3040,1,13022689,14109467
ED3017,JU1246,1,13022689,14109467
ED3017,JU1400,1,13353420,14109467
ED3017,JU1530,1,13022689,14109467
ED3017,JU642,1,13022689,14109467
ED3017,JU778,1,3414274,14109467
ED3017,JU782,1,13585470,14109467
ED3048,ED3040,1,13022689,14109467
ED3052,ED3040,1,13022689,14109467
EG4347,ED3040,1,13022689,14109467
EG4349,ED3040,1,8635520,14109467
EG4946,ED3040,1,13022689,14109467
JU310,ED3040,1,8635520,14109467
JU1212,ED3040,1,13022689,14109467
JU1213,ED3040,1,13022689,14109467
JU1242,ED3040,1,13022689,14109467
JU1491,ED3040,1,13022689,14109467
JU1568,ED3040,1,13022689,14109467
JU311,ED3040,1,13022689,14109467
JU323,ED3040,1,13022689,14109467
JU360,ED3040,1,8635520,14109467
JU363,ED3040,1,8635520,14109467
JU394,ED3040,1,13022689,14109467
JU561,ED3040,1,13216999,14109467
JU847,ED3040,1,13022689,14109467
LSJ1,ED3040,1,13022689,14109467
MY10,ED3040,1,13022689,14109467
PX174,ED3040,1,13022689,14109467
ED3040,ED3077,1,13022689,14109467
ED3040,EG4724,1,13022689,14109467
ED3040,EG4725,1,13022689,14109467
ED3040,JU1088,1,13022689,14109467
ED3040,JU1172,1,13022689,14109467
ED3040,JU1200,1,13022689,14109467
ED3040,JU1395,1,13022689,14109467
ED3040,JU1440,1,13022689,14109467
ED3040,JU1580,1,13022689,14109467
ED3040,JU1586,1,13022689,14109467
ED3040,JU393,1,13022689,14109467
ED3040,JU406,1,13022689,14109467
ED3040,JU440,1,13022689,14109467
ED3040,JU751,1,8635520,14109467
ED3040,JU774,1,13022689,14109467
ED3040,JU778,1,13022689,14109467
ED3040,LKC34,1,13022689,14109467
ED3040,MY16,1,13022689,14109467
ED3040,MY1,1,13022689,14109467
ED3040,PB303,1,13022689,14109467
ED3040,PB306,1,13022689,14109467
ED3073,ED3046,1,13585470,14109467
JU792,ED3046,1,13585470,14109467
JU397,ED3046,1,13585470,14109467
JU561,ED3046,1,13585470,14109467
JU775,ED3046,1,13585470,14109467
JU830,ED3046,1,13585470,14109467
MY18,ED3046,1,13585470,14109467
JU258,ED3046,1,13585470,14109467
ED3046,JU1246,1,13585470,14109467
ED3046,JU1400,1,13585470,14109467
ED3046,JU1530,1,13585470,14109467
ED3046,JU778,1,13585470,14109467
ED3046,JU782,1,13585470,14109467
ED3048,ED3073,1,13022689,14109467
ED3048,JU792,1,3130166,14109467
ED3048,JU397,1,3130166,14109467
ED3048,JU561,1,13216999,14109467
ED3048,JU775,1,13585470,14109467
ED3048,JU830,1,13022689,14109467
ED3048,MY18,1,13022689,14109467
ED3048,JU258,1,13022689,14109467
ED3048,JU1246,1,13022689,14109467
ED3048,JU1400,1,13353420,14109467
ED3048,JU1530,1,13022689,14109467
ED3048,JU642,1,13022689,14109467
ED3048,JU778,1,3130166,14109467
ED3048,JU782,1,13585470,14109467
JU561,ED3049,1,13585470,14109467
JU775,ED3049,1,13585470,14109467
ED3049,JU778,1,13585470,14109467
ED3049,JU782,1,13585470,14109467
ED3052,ED3073,1,13022689,14109467
ED3052,JU792,1,3130166,14109467
ED3052,JU397,1,10768416,14109467
ED3052,JU561,1,13216999,14109467
ED3052,JU775,1,13585470,14109467
ED3052,JU830,1,13022689,14109467
ED3052,MY18,1,13022689,14109467
ED3052,JU258,1,13022689,14109467
ED3052,JU1246,1,13022689,14109467
ED3052,JU1400,1,13353420,14109467
ED3052,JU1530,1,13022689,14109467
ED3052,JU642,1,13022689,14109467
ED3052,JU778,1,3130166,14109467
ED3052,JU782,1,13585470,14109467
ED3073,EG4347,1,13022689,14109467
ED3073,EG4349,1,9205762,14109467
ED3073,EG4946,1,13022689,14109467
ED3073,JU310,1,9205762,14109467
ED3073,JU1212,1,13022689,14109467
ED3073,JU1213,1,13022689,14109467
ED3073,JU1242,1,13022689,14109467
ED3073,JU1409,1,13585470,14109467
ED3073,JU1491,1,13022689,14109467
ED3073,JU1568,1,13022689,14109467
ED3073,JU311,1,13022689,14109467
ED3073,JU323,1,13022689,14109467
ED3073,JU360,1,9205762,14109467
ED3073,JU367,1,13585470,14109467
ED3073,JU363,1,9205762,14109467
ED3073,JU394,1,13022689,14109467
ED3073,JU561,1,13216999,14109467
ED3073,JU775,1,13585470,14109467
ED3073,JU847,1,13022689,14109467
ED3073,LSJ1,1,13022689,14109467
ED3073,MY10,1,13022689,14109467
ED3073,PX174,1,13022689,14109467
ED3073,ED3077,1,13022689,14109467
ED3073,EG4724,1,13022689,14109467
ED3073,EG4725,1,13022689,14109467
ED3073,JU1088,1,13022689,14109467
ED3073,JU1172,1,13022689,14109467
ED3073,JU1200,1,13022689,14109467
ED3073,JU1395,1,13022689,14109467
ED3073,JU1440,1,13022689,14109467
ED3073,JU1580,1,13022689,14109467
ED3073,JU1586,1,13022689,14109467
ED3073,JU393,1,13022689,14109467
ED3073,JU406,1,13022689,14109467
ED3073,JU440,1,13022689,14109467
ED3073,JU751,1,9205762,14109467
ED3073,JU774,1,13022689,14109467
ED3073,JU778,1,13022689,14109467
ED3073,JU782,1,13585470,14109467
ED3073,LKC34,1,13022689,14109467
ED3073,MY16,1,13022689,14109467
ED3073,MY1,1,13022689,14109467
ED3073,PB303,1,13022689,14109467
ED3073,PB306,1,13022689,14109467
JU792,ED3077,1,3130166,14109467
JU397,ED3077,1,3130166,14109467
JU561,ED3077,1,13216999,14109467
JU775,ED3077,1,13585470,14109467
JU830,ED3077,1,13022689,14109467
MY18,ED3077,1,13022689,14109467
JU258,ED3077,1,13022689,14109467
ED3077,JU1246,1,13022689,14109467
ED3077,JU1400,1,13353420,14109467
ED3077,JU1530,1,13022689,14109467
ED3077,JU642,1,13022689,14109467
ED3077,JU778,1,3130166,14109467
ED3077,JU782,1,13585470,14109467
EG4347,JU792,1,13022689,14109467
EG4347,JU397,1,12759544,14109467
EG4347,JU561,1,13216999,14109467
EG4347,JU775,1,13585470,14109467
EG4347,JU830,1,13022689,14109467
EG4347,MY18,1,13022689,14109467
EG4347,JU258,1,13022689,14109467
EG4347,JU1246,1,13022689,14109467
EG4347,JU1400,1,13353420,14109467
EG4347,JU1530,1,13022689,14109467
EG4347,JU642,1,13022689,14109467
EG4347,JU778,1,12759544,14109467
EG4347,JU782,1,13585470,14109467
EG4349,JU792,1,13022689,14109467
EG4349,JU397,1,13022689,14109467
EG4349,JU561,1,13216999,14109467
EG4349,JU775,1,13585470,14109467
EG4349,JU830,1,10768416,14109467
EG4349,MY18,1,10768416,14109467
EG4349,JU258,1,7958172,14109467
EG4349,JU1246,1,7958172,14109467
EG4349,JU1400,1,13353420,14109467
EG4349,JU1530,1,3414274,14109467
EG4349,JU642,1,7958172,14109467
EG4349,JU778,1,13022689,14109467
EG4349,JU782,1,13585470,14109467
JU792,EG4724,1,12049247,14109467
JU397,EG4724,1,12049247,14109467
JU561,EG4724,1,13216999,14109467
JU775,EG4724,1,13585470,14109467
JU830,EG4724,1,13022689,14109467
MY18,EG4724,1,13022689,14109467
JU258,EG4724,1,13022689,14109467
EG4724,JU1246,1,13022689,14109467
EG4724,JU1400,1,13353420,14109467
EG4724,JU1530,1,13022689,14109467
EG4724,JU642,1,13022689,14109467
EG4724,JU778,1,12049247,14109467
EG4724,JU782,1,13585470,14109467
JU792,EG4725,1,7958172,14109467
JU397,EG4725,1,10768416,14109467
JU561,EG4725,1,13216999,14109467
JU775,EG4725,1,13585470,14109467
MY18,EG4725,1,13022689,14109467
JU258,EG4725,1,13022689,14109467
EG4725,JU1246,1,13022689,14109467
EG4725,JU1400,1,13353420,14109467
EG4725,JU642,1,13022689,14109467
EG4725,JU778,1,7958172,14109467
EG4725,JU782,1,13585470,14109467
EG4946,JU792,1,11640046,14109467
EG4946,JU397,1,11640046,14109467
EG4946,JU561,1,13216999,14109467
EG4946,JU775,1,13585470,14109467
EG4946,JU830,1,13022689,14109467
EG4946,MY18,1,13022689,14109467
EG4946,JU258,1,13022689,14109467
EG4946,JU1246,1,13022689,14109467
EG4946,JU1400,1,13353420,14109467
EG4946,JU1530,1,13022689,14109467
EG4946,JU642,1,13022689,14109467
EG4946,JU778,1,11640046,14109467
EG4946,JU782,1,13585470,14109467
JU792,JU1088,1,13022689,14109467
JU397,JU1088,1,13022689,14109467
JU561,JU1088,1,13216999,14109467
JU775,JU1088,1,13585470,14109467
JU830,JU1088,1,13022689,14109467
MY18,JU1088,1,13022689,14109467
JU258,JU1088,1,13022689,14109467
JU1088,JU1246,1,13022689,14109467
JU1088,JU1400,1,13353420,14109467
JU1088,JU1530,1,13022689,14109467
JU1088,JU642,1,13022689,14109467
JU1088,JU778,1,13022689,14109467
JU1088,JU782,1,13585470,14109467
JU792,JU1172,1,13022689,14109467
JU397,JU1172,1,12759544,14109467
JU561,JU1172,1,13216999,14109467
JU775,JU1172,1,13585470,14109467
JU830,JU1172,1,13022689,14109467
MY18,JU1172,1,13022689,14109467
JU258,JU1172,1,13022689,14109467
JU1172,JU1246,1,13022689,14109467
JU1172,JU1400,1,13353420,14109467
JU1172,JU1530,1,13022689,14109467
JU1172,JU642,1,13022689,14109467
JU1172,JU778,1,12759544,14109467
JU1172,JU782,1,13585470,14109467
JU792,JU1200,1,3130166,14109467
JU397,JU1200,1,10768416,14109467
JU561,JU1200,1,13216999,14109467
JU775,JU1200,1,13585470,14109467
JU830,JU1200,1,13022689,14109467
MY18,JU1200,1,13022689,14109467
JU258,JU1200,1,13022689,14109467
JU1200,JU1246,1,13022689,14109467
JU1200,JU1400,1,13353420,14109467
JU1200,JU1530,1,13022689,14109467
JU1200,JU642,1,13022689,14109467
JU1200,JU778,1,3130166,14109467
JU1200,JU782,1,13585470,14109467
JU1212,JU792,1,13022689,14109467
JU1212,JU397,1,13022689,14109467
JU1212,JU561,1,13216999,14109467
JU1212,JU775,1,13585470,14109467
JU1212,JU830,1,13022689,14109467
JU1212,MY18,1,13022689,14109467
JU1212,JU258,1,13022689,14109467
JU1212,JU1246,1,13022689,14109467
JU1212,JU1400,1,13353420,14109467
JU1212,JU1530,1,13022689,14109467
JU1212,JU642,1,13022689,14109467
JU1212,JU778,1,13022689,14109467
JU1212,JU782,1,13585470,14109467
JU1213,JU792,1,3130166,14109467
JU1213,JU397,1,3130166,14109467
JU1213,JU561,1,13216999,14109467
JU1213,JU775,1,13585470,14109467
JU1213,JU830,1,13022689,14109467
JU1213,MY18,1,13022689,14109467
JU1213,JU258,1,13022689,14109467
JU1213,JU1246,1,13022689,14109467
JU1213,JU1400,1,13353420,14109467
JU1213,JU1530,1,13022689,14109467
JU1213,JU642,1,13022689,14109467
JU1213,JU778,1,3130166,14109467
JU1213,JU782,1,13585470,14109467
JU1242,JU792,1,1993056,14109467
JU1242,JU397,1,1993056,14109467
JU1242,JU561,1,13216999,14109467
JU1242,JU775,1,13585470,14109467
JU1242,JU830,1,13022689,14109467
JU1242,MY18,1,13022689,14109467
JU1242,JU258,1,13022689,14109467
JU1242,JU1246,1,13022689,14109467
JU1242,JU1400,1,13353420,14109467
JU1242,JU1530,1,13022689,14109467
JU1242,JU642,1,13022689,14109467
JU1242,JU778,1,3130166,14109467
JU1242,JU782,1,13585470,14109467
JU310,JU1246,1,12049247,14109467
JU1409,JU1246,1,13585470,14109467
JU1491,JU1246,1,13022689,14109467
JU1568,JU1246,1,13022689,14109467
JU311,JU1246,1,13022689,14109467
JU323,JU1246,1,13022689,14109467
JU360,JU1246,1,12049247,14109467
JU367,JU1246,1,13585470,14109467
JU363,JU1246,1,12049247,14109467
JU394,JU1246,1,13022689,14109467
JU561,JU1246,1,13216999,14109467
JU775,JU1246,1,13585470,14109467
JU847,JU1246,1,13022689,14109467
LSJ1,JU1246,1,13022689,14109467
MY10,JU1246,1,13022689,14109467
PX174,JU1246,1,13022689,14109467
JU1246,JU1395,1,13022689,14109467
JU1246,JU1440,1,13022689,14109467
JU1246,JU1580,1,13022689,14109467
JU1246,JU1586,1,13022689,14109467
JU1246,JU393,1,13022689,14109467
JU1246,JU406,1,13022689,14109467
JU1246,JU440,1,13022689,14109467
JU1246,JU751,1,12049247,14109467
JU1246,JU774,1,13022689,14109467
JU1246,JU778,1,13022689,14109467
JU1246,JU782,1,13585470,14109467
JU1246,LKC34,1,13022689,14109467
JU1246,MY16,1,13022689,14109467
JU1246,MY1,1,13022689,14109467
JU1246,PB303,1,13022689,14109467
JU1246,PB306,1,13022689,14109467
JU792,JU1395,1,3130166,14109467
